qid,pid_i,pid_j,g_score,correct_pref,ref_pid_i,ref_pid_j,pointwise_true_logit_g,pointwise_true_prob_g,pi_true_logit,pj_true_logit,pi_true_prob,pj_true_prob,pi_ig_delta,pj_ig_delta,doc_i_top_word,doc_j_top_word
771239,7720846,2407263,0.5507990671748617,1,6017266,6017266,9.106790542602539,0.9946726611815393,-11.108930587768555,-20.215721130371094,0.9999994039535522,0.005326742772012949,0.3911314010620117,-0.43088531494140625,Dura-Mesh,"$25,000-50,000"
790536,7749943,8722439,0.812234157092785,1,1134859,1134859,13.455430030822754,0.9999974849229147,-11.7041597366333,-25.159589767456055,0.9999992847442627,1.7998213479586411e-06,-0.2306833267211914,16.608856201171875,technique.,▁a
792688,7826565,7826560,0.7705615014444144,1,7826560,7826559,-9.589980125427246,0.9502403736114502,-16.27008628845215,-6.680106163024902,0.9997715353965759,0.04953116178512573,-4.712730407714844,-3.9321484565734863,Scan.,RtHDVBg_Push****on
806574,2113439,1978608,0.5267680608883362,1,1059171,1059171,0.6399345397949219,0.0007218718528747559,-12.8198881149292,-13.459822654724121,0.9999980926513672,0.9992762207984924,-0.35980224609375,0.39647769927978516,kind,monthly
81993,7297000,6584364,0.587006909518152,1,1466332,1466332,2.0322399139404297,0.060996055603027344,-11.197580337524414,-13.229820251464844,0.9999992847442627,0.9390032291412354,-2.2897872924804688,2.2252063751220703,▁paging,can
839137,7803834,4498483,0.605284275039375,1,1760040,1760040,3.04587459564209,0.0020232796669006348,-10.964391708374023,-14.010266304016113,0.9999994039535522,0.9979761242866516,2.434861183166504,13.67950439453125,▁a,Phantom
85053,7368239,7487012,0.3300425742608407,1,4219236,4219236,3.483957290649414,0.002016007900238037,-13.498498916625977,-16.98245620727539,0.9999960660934448,0.9979800581932068,0.03027057647705078,1.8934602737426758,swelling,Ankle
865660,7948042,7108365,0.3007195142215252,1,5459300,5459300,4.319366455078125,0.0003534555435180664,-11.437328338623047,-15.756694793701172,0.9999988079071045,0.9996453523635864,1.0339255332946777,-3.0541744232177734,teacher,▁a
8854,7304912,464640,0.6610627802887908,1,3078103,3078103,0.9488964080810547,0.8817607164382935,-11.798763275146484,-12.747659683227539,0.9999991655349731,0.11823844909667969,-5.1437482833862305,-8.193473815917969,35,brown
895932,1130834,702003,0.1463792376151094,1,6166292,6166292,0.6631536483764648,1.1920928955078125e-06,-10.506980895996094,-11.170134544372559,0.9999994039535522,0.9999982118606567,3.3027143478393555,-2.446742057800293,in,Here's
912234,7875077,5272729,0.797947078225768,1,255407,255407,6.297763824462891,0.921194352209568,-12.926250457763672,-19.224014282226562,0.9999924898147583,0.07879813760519028,1.1464481353759766,12.53623104095459,in,workplace:
929046,491288,6013912,0.1675287941855509,1,74634,74634,1.5536813735961914,2.1219253540039062e-05,-12.21070384979248,-13.764385223388672,0.9999948740005493,0.9999736547470093,0.8504114151000977,-0.3891468048095703,▁upcoming,four
930721,7805222,2727834,0.3786994037956381,1,8399134,8399134,-3.8662548065185547,0.004399359226226807,-16.51256561279297,-12.646310806274414,0.9997876286506653,0.9953882694244385,0.6810827255249023,26.238780975341797,▁a,Polyamory
938140,7943868,3496238,0.6279213354326154,1,2170356,2170356,11.591598510742188,0.9999692567143939,-13.563507080078125,-25.155105590820312,0.9999843835830688,1.512686867499724e-05,0.7375202178955078,1.0110206604003906,“Beauty,▁
942651,7761568,3601715,0.6561024342612847,1,1213428,1213428,2.1065149307250977,0.014859259128570557,-10.832183837890625,-12.938698768615723,0.999998927116394,0.9851396679878235,6.196527481079102,2.4733715057373047,doctors,now
948532,2884991,7654359,0.414478927581252,1,747697,747697,0.5327625274658203,3.0994415283203125e-06,-11.468271255493164,-12.001033782958984,0.9999992847442627,0.9999961853027344,3.4579524993896484,-2.8135838508605957,Knight,Knight.
986972,7735236,7735233,0.0023584055513498,1,2844777,2844777,0.08790206909179688,0.0,-10.743104934692383,-10.83100700378418,0.9999994039535522,0.9999994039535522,0.8602457046508789,0.7466006278991699,Luton,▁a
988119,7289721,1118353,0.8239585472240227,1,4281647,4281647,8.521341323852539,0.9997678119798366,-15.528482437133789,-24.049823760986328,0.9998258948326111,5.808285277453251e-05,16.923805236816406,0.1604785919189453,Azlynn.,theory
988124,7289647,803059,0.699924379772155,1,6249757,6249757,-1.0008459091186523,0.06457197666168213,-12.462193489074707,-11.461347579956055,0.9999990463256836,0.9354270696640015,-5.773308753967285,0.942906379699707,Lu,▁a
989108,7777611,6619101,0.6376876788538548,1,2947398,2947398,13.269571304321289,0.9998985026031733,-9.918031692504883,-23.187602996826172,0.9999994039535522,0.00010090135037899017,4.235523700714111,3.754462242126465,New,▁a
991342,7282434,7282431,0.7004030081258048,1,5366779,5366779,1.5872983932495117,2.467632293701172e-05,-13.109297752380371,-14.696596145629883,0.9999973773956299,0.9999727010726929,-6.013918876647949,-0.548893928527832,Stenberg,▁battling
992433,7279737,5596847,0.6398840423505695,1,7163834,7163834,12.767569541931152,0.9994542141794227,-10.901721000671387,-23.66929054260254,0.9999991655349731,0.0005449513555504382,6.319818496704102,3.353046417236328,▁contacted,scenting
995125,7026693,8547279,0.1663322609062876,1,1671205,1671205,1.1613349914550781,0.0018935799598693848,-14.391719818115234,-15.553054809570312,0.9999887943267822,0.9980952143669128,-2.267496109008789,3.9201526641845703,A,▁occipital
99556,7684278,5424501,0.6389002135849084,1,6029912,6029912,3.3359813690185547,0.10370242595672607,-14.029928207397461,-17.365909576416016,0.999995231628418,0.8962928056716919,7.298297882080078,1.882568359375,copperhead,Copperhead
998609,7267718,18621,0.7534087208158724,1,6568902,6568902,14.088022232055664,0.9999921498815638,-10.387260437011719,-24.475282669067383,0.9999995231628418,7.373281277978094e-06,-0.2866249084472656,-5.023994445800781,catwalk,Chicago
998675,7267527,1376492,0.5533144644225418,1,8702798,8702798,-5.438112735748291,0.11641204357147217,-13.145716667175293,-7.707603931427002,0.9999918937683105,0.8835798501968384,1.0357251167297363,62.270809173583984,▁a,She
998965,7266627,2828602,0.7321267085807945,1,4362101,4362101,9.490041732788086,0.9985410065855831,-12.422035217285156,-21.912076950073242,0.9999991655349731,0.0014581589493900537,-0.024914264678955078,-0.197296142578125,workings,diagram
